bt_mac_scanner;bt_mac_discovered;timestamp;discoveryTime 
74631fcad6dce90ce3afe3e268de9c16;f90c7acccf453a2a2e7b7eb2fc076205;"2012-07-05 13:09:02";105 
74631fcad6dce90ce3afe3e268de9c16;02675a35ae46e18e2ce7b2227073dd12;"2012-07-05 13:09:02";105 
74631fcad6dce90ce3afe3e268de9c16;7e631b09eec056186a0d009bd15e63d8;"2012-07-05 13:09:02";105 
74631fcad6dce90ce3afe3e268de9c16;2c4ede8d12b401ed0d8c4d6ea051bc9a;"2012-07-05 13:09:02";105 
74631fcad6dce90ce3afe3e268de9c16;be18879224aff1009c6960b11f03a830;"2012-07-05 13:09:02";105 
74631fcad6dce90ce3afe3e268de9c16;4b0e79bbda3ea3fa4c1b3ff92d240c7e;"2012-07-05 13:09:02";105 
f9b58c8ef39ad0da343027df388d58c2;6c3e226b4d4795d518ab341b0824ec29;"2012-07-05 13:09:12";27 
ff1857a26104cf0a28145763e67facc3;6c3e226b4d4795d518ab341b0824ec29;"2012-07-05 13:10:07";21 
ff1857a26104cf0a28145763e67facc3;a49cb665eaf469a7acfe20962b41cfda;"2012-07-05 13:10:07";21 
ff1857a26104cf0a28145763e67facc3;f27b1ab55d146053bda8bb62b29ae628;"2012-07-05 13:10:07";21 
ff1857a26104cf0a28145763e67facc3;c3abf5fae52e1da9acb7b1dbeb2b1251;"2012-07-05 13:10:07";21 
ff1857a26104cf0a28145763e67facc3;b049d0ca86a59ec7fab0ae6a9edbbc52;"2012-07-05 13:10:07";21 
5488e17db9e015b67c541653c5adbf1d;981330bbb5afb598fd326cc90848eef6;"2012-07-05 13:11:36";21 
5488e17db9e015b67c541653c5adbf1d;896b5fa3c0fbda7a7fd53236b805d7b4;"2012-07-05 13:11:36";21 
938b4a1742b8f37eed1428f3003f4f71;79b31ab49b2bbb422560afaf9401ed0a;"2012-07-05 13:12:36";29 
938b4a1742b8f37eed1428f3003f4f71;dc7197c360ee732e932dc60f49bdf276;"2012-07-05 13:12:36";29 
938b4a1742b8f37eed1428f3003f4f71;592a6e8f1e3990bc3f19906fd7580ef6;"2012-07-05 13:12:36";29 
938b4a1742b8f37eed1428f3003f4f71;624f865d7e223a45aee4334b6ad48c47;"2012-07-05 13:12:36";29 
938b4a1742b8f37eed1428f3003f4f71;6d52fee548ea5de22b624421c151bc39;"2012-07-05 13:12:36";29 
938b4a1742b8f37eed1428f3003f4f71;e5c231260689678c9537d79840e136ab;"2012-07-05 13:12:36";29 
3af792901928260d69a2d5a284a8ee23;9b946f6abd3ad70bc0ae2ec910d4cc0a;"2012-07-05 13:12:56";89 
3af792901928260d69a2d5a284a8ee23;fcf0871b41d59a8c250122bfb98ac044;"2012-07-05 13:12:56";89 
134c20c9b68c64bca2ce655aad99e3d8;2c5e959fba3d10bea30eabd557a7ac08;"2012-07-05 13:14:49";30 
134c20c9b68c64bca2ce655aad99e3d8;721d35a7055304a8c188c2ee97ba94fd;"2012-07-05 13:14:49";30 
56ef50fb31bbada0d8e2fc5b452eced6;4b0248530693d11afb9fcf5a57d2e276;"2012-07-05 13:19:28";25 
134c20c9b68c64bca2ce655aad99e3d8;2c5e959fba3d10bea30eabd557a7ac08;"2012-07-05 13:19:43";21 
134c20c9b68c64bca2ce655aad99e3d8;721d35a7055304a8c188c2ee97ba94fd;"2012-07-05 13:19:43";21 
f15273e59b269cd6d68657b2416c1aba;bbb7a423d2f8fea1b6ada37e53ff8625;"2012-07-05 13:19:59";31 
